Unnamed: 0,name,description,set_id,rarity,price,volatility,type,sub_type,attribute,rank,attack,defense,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed
33554,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",SBC2-ENI16,C Common,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,SPEED DUEL: BATTLE CITY FINALS,2024-12-13,Spirit Reaper,5526,600300,SBC2-ENI16C,2024-12-13
33555,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",SBC2-ENI16,PSE Prismatic Secret Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,SPEED DUEL: BATTLE CITY FINALS,2024-12-13,Spirit Reaper,5526,600299,SBC2-ENI16PSE,2024-12-13
33556,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",RA03-EN122,PS Platinum Secret Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,QUARTER CENTURY BONANZA,2024-11-07,Spirit Reaper,5526,592810,RA03-EN122PS,2024-11-07
33557,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",RA03-EN122,QCSE Quarter Century Secret Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,QUARTER CENTURY BONANZA,2024-11-07,Spirit Reaper,5526,592811,RA03-EN122QCSE,2024-11-07
33558,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",PGLD-EN083,GR Gold Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,PREMIUM GOLD,2014-03-28,Spirit Reaper,5526,81715,PGLD-EN083GR,2014-03-28
33559,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",LCJW-EN190,UR Ultra Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,Spirit Reaper,5526,71770,LCJW-EN190UR,2013-10-11
33560,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",LCYW-EN246,UR Ultra Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,Spirit Reaper,5526,67046,LCYW-EN246UR,2012-10-02
33561,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",BATT-EN013,ST Starfoil,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,BATTLE PACK TOURNAMENT,2012-05-29,Spirit Reaper,5526,81875,BATT-EN013ST,2012-05-29
33562,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",GLD4-EN011,GR Gold Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,GOLD SERIES 4 PYRAMIDS EDITION,2011-07-01,Spirit Reaper,5526,47564,GLD4-EN011GR,2011-07-01
33563,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",SDZW-EN009,C Common,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,ZOMBIE WORLD STRUCTURE DECK,2008-10-21,Spirit Reaper,5526,32850,SDZW-EN009C,2008-10-21
33564,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",CP03-EN002,SR Super Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,CHAMPION PACK GAME THREE,2007-05-15,Spirit Reaper,5526,26037,CP03-EN002SR,2007-05-15
33565,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",DR1-EN024,R Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,DARK REVELATION Volume 1,2005-03-19,Spirit Reaper,5526,23811,DR1-EN024R,2005-03-19
33566,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",SD2-EN006,C Common,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,STRUCTURE DECK ZOMBIE MADNESS,2005-01-01,Spirit Reaper,5526,25289,SD2-EN006C,2005-01-01
33567,Spirit Reaper,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",PGD-076,R Rare,,,MONSTER,[Zombie／Effect],DARK,,300.0,200.0,PHARAONIC GUARDIAN,2003-07-18,Spirit Reaper,5526,22444,PGD-076R,2003-07-18
33568,Spirit Ryu,"During your Battle Step, if this card battles (Quick Effect): You can discard 1 Dragon monster to the GY; this card gains 1000 ATK/DEF until the end of the Battle Phase.",SS02-ENA08,C Common,,,MONSTER,[Dragon／Effect],WIND,,1000.0,1000.0,SPEED DUEL STARTER DECK: DUELISTS OF TOMORROW,2019-01-25,Spirit Ryu,5335,183655,SS02-ENA08C,2019-01-25
33569,Spirit Ryu,"During your Battle Step, if this card battles (Quick Effect): You can discard 1 Dragon monster to the GY; this card gains 1000 ATK/DEF until the end of the Battle Phase.",DB2-EN153,C Common,,,MONSTER,[Dragon／Effect],WIND,,1000.0,1000.0,DARK BEGINNING 2,2005-07-27,Spirit Ryu,5335,24227,DB2-EN153C,2005-07-27
33570,Spirit Ryu,"During your Battle Step, if this card battles (Quick Effect): You can discard 1 Dragon monster to the GY; this card gains 1000 ATK/DEF until the end of the Battle Phase.",SKE-023,C Common,,,MONSTER,[Dragon／Effect],WIND,,1000.0,1000.0,STARTER DECK KAIBA Evolution,2004-03-01,Spirit Ryu,5335,25183,SKE-023C,2004-03-01
33571,Spirit Ryu,"During your Battle Step, if this card battles (Quick Effect): You can discard 1 Dragon monster to the GY; this card gains 1000 ATK/DEF until the end of the Battle Phase.",LOD-036,C Common,,,MONSTER,[Dragon／Effect],WIND,,1000.0,1000.0,LEGACY OF DARKNESS,2003-06-06,Spirit Ryu,5335,22445,LOD-036C,2003-06-06
33572,Spirit Sculptor,"You can Tribute 1 monster; add 1 monster from your Deck to your hand, whose combined original ATK/DEF equals the combined original ATK/DEF of the Tributed monster. You can only use this effect of ""Spirit Sculptor"" once per turn.",MP20-EN116,R Rare,,,MONSTER,[Fairy／Effect],LIGHT,,1600.0,2100.0,2020 TIN OF LOST MEMORIES,2020-08-28,Spirit Sculptor,14478,220836,MP20-EN116R,2020-08-28
33573,Spirit Shield,"Once per battle, when an opponent's monster declares an attack: You can banish 1 Fiend or Zombie monster from your GY; negate that attack. Once per turn, when your opponent activates a card or effect that would destroy a card(s): You can banish 1 Fiend or Zombie monster from your GY; negate that activation. Once per turn, during the End Phase, if you do not control a Fiend or Zombie monster: Send this card to the GY.",MZTM-EN035,R Rare,,,TRAP,Continuous,,,,,MAZE OF THE MASTER,2025-03-14,Spirit Shield,20391,622038,MZTM-EN035R,2025-03-14
33574,Spirit with Eyes of Blue,"1 Level 4 or lower Dragon or Spellcaster monsterYou cannot Special Summon, except Dragon monsters. You can only use each of the following effects of ""Spirit with Eyes of Blue"" once per turn. If this card is Link Summoned: You can take 1 ""Mausoleum of White"" from your Deck and either add it to your hand or send it to the GY. You can Tribute this card; Special Summon 1 ""Blue-Eyes"" monster from your hand or GY, but if you Special Summoned an Effect Monster from your GY by this effect, it cannot attack and its effects are negated.",MP25-EN049,STAR Starlight Rare,,,MONSTER,[Dragon／Link／Effect],LIGHT,,300.0,,2025 MEGA-PACK TIN,2025-09-05,Spirit with Eyes of Blue,20609,651449,MP25-EN049STAR,2025-09-05
33575,Spirit with Eyes of Blue,"1 Level 4 or lower Dragon or Spellcaster monsterYou cannot Special Summon, except Dragon monsters. You can only use each of the following effects of ""Spirit with Eyes of Blue"" once per turn. If this card is Link Summoned: You can take 1 ""Mausoleum of White"" from your Deck and either add it to your hand or send it to the GY. You can Tribute this card; Special Summon 1 ""Blue-Eyes"" monster from your hand or GY, but if you Special Summoned an Effect Monster from your GY by this effect, it cannot attack and its effects are negated.",SDWD-EN033,UR Ultra Rare,,,MONSTER,[Dragon／Link／Effect],LIGHT,,300.0,,STRUCTURE DECK: BLUE-EYES WHITE DESTINY,2025-02-14,Spirit with Eyes of Blue,20609,616590,SDWD-EN033UR,2025-02-14
33576,Spirit's Invitation,"Each time your Spirit monster returns to your hand, select 1 monster on your opponent's side of the field and return it to its owner's hand. Pay 500 Life Points during each of your Standby Phases. If you do not, destroy this card.",DB2-EN204,C Common,,,TRAP,Continuous,,,,,DARK BEGINNING 2,2005-07-27,Spirit's Invitation,5402,24389,DB2-EN204C,2005-07-27
33577,Spirit's Invitation,"Each time your Spirit monster returns to your hand, select 1 monster on your opponent's side of the field and return it to its owner's hand. Pay 500 Life Points during each of your Standby Phases. If you do not, destroy this card.",LOD-095,C Common,,,TRAP,Continuous,,,,,LEGACY OF DARKNESS,2003-06-06,Spirit's Invitation,5402,22446,LOD-095C,2003-06-06
33578,Spiritual Beast Apelio,"Once per turn, during either player's turn: You can banish 1 ""Ritual Beast"" card from your Graveyard; for the rest of this turn, all ""Ritual Beast"" monsters you control will gain 500 ATK and DEF. You can only Special Summon ""Spiritual Beast Apelio(s)"" once per turn.",THSF-EN025,SR Super Rare,,,MONSTER,[Pyro／Effect],WIND,,1800.0,200.0,THE SECRET FORCES,2015-02-13,Spiritual Beast Apelio,11495,96094,THSF-EN025SR,2015-02-13
33579,Spiritual Beast Cannahawk,"Once per turn: You can banish 1 ""Ritual Beast"" card from your Deck, face-up. During your second Standby Phase after this effect's activation, add the card banished by this effect to your hand. You can only Special Summon ""Spiritual Beast Cannahawk(s)"" once per turn.",THSF-EN027,SR Super Rare,,,MONSTER,[Thunder／Effect],WIND,,1400.0,600.0,THE SECRET FORCES,2015-02-13,Spiritual Beast Cannahawk,11497,96096,THSF-EN027SR,2015-02-13
33580,Spiritual Beast Pettlephin,"Once per turn: You can banish 1 ""Ritual Beast"" card from your hand, then target 1 card your opponent controls; return it to the hand. You can only Special Summon ""Spiritual Beast Pettlephin(s)"" once per turn.",THSF-EN026,SR Super Rare,,,MONSTER,[Aqua／Effect],WIND,,0.0,2000.0,THE SECRET FORCES,2015-02-13,Spiritual Beast Pettlephin,11496,96095,THSF-EN026SR,2015-02-13
33581,Spiritual Beast Rampengu,"Once per turn, during your Main Phase: You can banish 1 ""Ritual Beast"" monster from your Extra Deck and send 1 ""Ritual Beast"" monster with the same Type as that monster from your Deck to the GY. You can only Special Summon ""Spiritual Beast Rampengu(s)"" once per turn.",BLTR-EN066,UR Ultra Rare,,,MONSTER,[Beast／Effect],WIND,,1600.0,400.0,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Spiritual Beast Rampengu,11549,554921,BLTR-EN066UR,2024-06-21
33582,Spiritual Beast Rampengu,"Once per turn, during your Main Phase: You can banish 1 ""Ritual Beast"" monster from your Extra Deck and send 1 ""Ritual Beast"" monster with the same Type as that monster from your Deck to the GY. You can only Special Summon ""Spiritual Beast Rampengu(s)"" once per turn.",AP08-EN009,SR Super Rare,,,MONSTER,[Beast／Effect],WIND,,1600.0,400.0,ASTRAL PACK EIGHT,2015-10-23,Spiritual Beast Rampengu,11549,107526,AP08-EN009SR,2015-10-23
33583,Spiritual Beast Rampengu,"Once per turn, during your Main Phase: You can banish 1 ""Ritual Beast"" monster from your Extra Deck and send 1 ""Ritual Beast"" monster with the same Type as that monster from your Deck to the GY. You can only Special Summon ""Spiritual Beast Rampengu(s)"" once per turn.",SECE-EN029,C Common,,,MONSTER,[Beast／Effect],WIND,,1600.0,400.0,SECRETS OF ETERNITY,2015-01-16,Spiritual Beast Rampengu,11549,95534,SECE-EN029C,2015-01-16
33584,Spiritual Beast Tamer Lara,"You can only Special Summon ""Spiritual Beast Tamer Lara(s)"" once per turn. You can discard this card; immediately after this effect resolves, Normal Summon 1 ""Ritual Beast"" monster from your hand. If a ""Ritual Beast"" card(s) you control would be destroyed by battle or card effect, you can banish this card from your field or GY instead. If this card is banished: You can Special Summon 1 ""Ritual Beast"" monster from your Deck, except ""Spiritual Beast Tamer Lara"". You can only use each effect of ""Spiritual Beast Tamer Lara"" once per turn.",BLTR-EN017,SE Secret Rare,,,MONSTER,[Psychic／Effect],LIGHT,,100.0,2000.0,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Spiritual Beast Tamer Lara,19631,554869,BLTR-EN017SE,2024-06-21
33585,Spiritual Beast Tamer Lara,"You can only Special Summon ""Spiritual Beast Tamer Lara(s)"" once per turn. You can discard this card; immediately after this effect resolves, Normal Summon 1 ""Ritual Beast"" monster from your hand. If a ""Ritual Beast"" card(s) you control would be destroyed by battle or card effect, you can banish this card from your field or GY instead. If this card is banished: You can Special Summon 1 ""Ritual Beast"" monster from your Deck, except ""Spiritual Beast Tamer Lara"". You can only use each effect of ""Spiritual Beast Tamer Lara"" once per turn.",BLTR-EN017,QCSE Quarter Century Secret Rare,,,MONSTER,[Psychic／Effect],LIGHT,,100.0,2000.0,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Spiritual Beast Tamer Lara,19631,554870,BLTR-EN017QCSE,2024-06-21
33586,Spiritual Beast Tamer Winda,"If this card in its owner's possession is destroyed by an opponent's card: You can Special Summon 1 ""Ritual Beast"" monster from your Deck or Extra Deck, ignoring its Summoning conditions. You can only Special Summon ""Spiritual Beast Tamer Winda(s)"" once per turn.",BLTR-EN070,UR Ultra Rare,,,MONSTER,[Psychic／Effect],WIND,,1600.0,1800.0,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Spiritual Beast Tamer Winda,12761,554925,BLTR-EN070UR,2024-06-21
33587,Spiritual Beast Tamer Winda,"If this card in its owner's possession is destroyed by an opponent's card: You can Special Summon 1 ""Ritual Beast"" monster from your Deck or Extra Deck, ignoring its Summoning conditions. You can only Special Summon ""Spiritual Beast Tamer Winda(s)"" once per turn.",MP17-EN192,R Rare,,,MONSTER,[Psychic／Effect],WIND,,1600.0,1800.0,2017 MEGA-TINS MEGA PACK,2017-08-25,Spiritual Beast Tamer Winda,12761,141688,MP17-EN192R,2017-08-25
33588,Spiritual Beast Tamer Winda,"If this card in its owner's possession is destroyed by an opponent's card: You can Special Summon 1 ""Ritual Beast"" monster from your Deck or Extra Deck, ignoring its Summoning conditions. You can only Special Summon ""Spiritual Beast Tamer Winda(s)"" once per turn.",RATE-EN026,R Rare,,,MONSTER,[Psychic／Effect],WIND,,1600.0,1800.0,RAGING TEMPEST,2017-02-10,Spiritual Beast Tamer Winda,12761,127280,RATE-EN026R,2017-02-10
33589,Spiritual Earth Art - Kurogane,Tribute 1 EARTH monster and target 1 other Level 4 or lower EARTH monster in your GY; Special Summon that EARTH monster.,SGX4-END20,C Common,,,TRAP,,,,,,SPEED DUEL GX: MIDTERM DESTRUCTION,2024-03-29,Spiritual Earth Art - Kurogane,6439,543819,SGX4-END20C,2024-03-29
33590,Spiritual Earth Art - Kurogane,Tribute 1 EARTH monster and target 1 other Level 4 or lower EARTH monster in your GY; Special Summon that EARTH monster.,SDCH-EN030,C Common,,,TRAP,,,,,,STRUCTURE DECK: SPIRIT CHARMERS,2020-10-23,Spiritual Earth Art - Kurogane,6439,224995,SDCH-EN030C,2020-10-23
33591,Spiritual Earth Art - Kurogane,Tribute 1 EARTH monster and target 1 other Level 4 or lower EARTH monster in your GY; Special Summon that EARTH monster.,DR04-EN050,C Common,,,TRAP,,,,,,DARK REVELATION Volume 4,2007-11-14,Spiritual Earth Art - Kurogane,6439,80659,DR04-EN050C,2007-11-14
33592,Spiritual Earth Art - Kurogane,Tribute 1 EARTH monster and target 1 other Level 4 or lower EARTH monster in your GY; Special Summon that EARTH monster.,CRV-EN050,C Common,,,TRAP,,,,,,CYBERNETIC REVOLUTION,2005-08-06,Spiritual Earth Art - Kurogane,6439,24452,CRV-EN050C,2005-08-06
33593,Spiritual Energy Settle Machine,"As long as this card remains face-up on the field, all Spirit monsters remain face-up on the field and do not return to their owners' hands during the End Phase even if they are Normal Summoned or flipped face-up. Discard 1 card from your hand during each of your End Phases. If you do not, destroy this card. When this card is removed from the field, all face-up Spirit monsters return to the owners' hands.",DB2-EN191,C Common,,,SPELL,Continuous,,,,,DARK BEGINNING 2,2005-07-27,Spiritual Energy Settle Machine,5390,24305,DB2-EN191C,2005-07-27
33594,Spiritual Energy Settle Machine,"As long as this card remains face-up on the field, all Spirit monsters remain face-up on the field and do not return to their owners' hands during the End Phase even if they are Normal Summoned or flipped face-up. Discard 1 card from your hand during each of your End Phases. If you do not, destroy this card. When this card is removed from the field, all face-up Spirit monsters return to the owners' hands.",LOD-082,C Common,,,SPELL,Continuous,,,,,LEGACY OF DARKNESS,2003-06-06,Spiritual Energy Settle Machine,5390,22447,LOD-082C,2003-06-06
33595,Spiritual Entanglement,"Target 1 face-up monster your opponent controls; banish it until the End Phase. You can only activate 1 ""Spiritual Entanglement"" per turn.",MP20-EN188,C Common,,,SPELL,,,,,,2020 TIN OF LOST MEMORIES,2020-08-28,Spiritual Entanglement,14692,220948,MP20-EN188C,2020-08-28
33596,Spiritual Entanglement,"Target 1 face-up monster your opponent controls; banish it until the End Phase. You can only activate 1 ""Spiritual Entanglement"" per turn.",CHIM-EN065,R Rare,,,SPELL,,,,,,CHAOS IMPACT,2019-10-25,Spiritual Entanglement,14692,200871,CHIM-EN065R,2019-10-25
33597,Spiritual Fire Art - Kurenai,Tribute 1 FIRE monster; inflict damage to your opponent equal to that monster's original ATK.,SR14-EN035,C Common,,,TRAP,,,,,,STRUCTURE DECK: FIRE KINGS,2023-12-08,Spiritual Fire Art - Kurenai,6441,528554,SR14-EN035C,2023-12-08
33598,Spiritual Fire Art - Kurenai,Tribute 1 FIRE monster; inflict damage to your opponent equal to that monster's original ATK.,SDCH-EN032,C Common,,,TRAP,,,,,,STRUCTURE DECK: SPIRIT CHARMERS,2020-10-23,Spiritual Fire Art - Kurenai,6441,224997,SDCH-EN032C,2020-10-23
33599,Spiritual Fire Art - Kurenai,Tribute 1 FIRE monster; inflict damage to your opponent equal to that monster's original ATK.,SDOK-EN036,C Common,,,TRAP,,,,,,ONSLAUGHT OF THE FIRE KINGS STRUCTURE DECK,2013-02-08,Spiritual Fire Art - Kurenai,6441,67742,SDOK-EN036C,2013-02-08
33600,Spiritual Fire Art - Kurenai,Tribute 1 FIRE monster; inflict damage to your opponent equal to that monster's original ATK.,DR04-EN052,C Common,,,TRAP,,,,,,DARK REVELATION Volume 4,2007-11-14,Spiritual Fire Art - Kurenai,6441,80661,DR04-EN052C,2007-11-14
33601,Spiritual Fire Art - Kurenai,Tribute 1 FIRE monster; inflict damage to your opponent equal to that monster's original ATK.,CRV-EN052,C Common,,,TRAP,,,,,,CYBERNETIC REVOLUTION,2005-08-06,Spiritual Fire Art - Kurenai,6441,24454,CRV-EN052C,2005-08-06
33602,Spiritual Forest,"The first time each Beast, Beast-Warrior, or Plant monster you control would be destroyed by battle each turn, it is not destroyed.",SBCB-EN056,C Common,,,SPELL,Continuous,,,,,Speed Duel: Battle City Box,2020-11-26,Spiritual Forest,8494,227950,SBCB-EN056C,2020-11-26
33603,Spiritual Forest,"The first time each Beast, Beast-Warrior, or Plant monster you control would be destroyed by battle each turn, it is not destroyed.",AP05-EN024,C Common,,,SPELL,Continuous,,,,,ASTRAL PACK FIVE,2014-07-25,Spiritual Forest,8494,91679,AP05-EN024C,2014-07-25
33604,Spiritual Forest,"The first time each Beast, Beast-Warrior, or Plant monster you control would be destroyed by battle each turn, it is not destroyed.",AP01-EN020,C Common,,,SPELL,Continuous,,,,,ASTRAL PACK ONE,2012-11-30,Spiritual Forest,8494,78005,AP01-EN020C,2012-11-30
33605,Spiritual Forest,"The first time each Beast, Beast-Warrior, or Plant monster you control would be destroyed by battle each turn, it is not destroyed.",SOVR-EN059,C Common,,,SPELL,Continuous,,,,,STARDUST OVERDRIVE,2009-11-17,Spiritual Forest,8494,33696,SOVR-EN059C,2009-11-17
33606,Spiritual Light Art - Hijiri,"Tribute 1 LIGHT monster to target 1 banished monster; your opponent can reveal 1 Trap Card from their hand to negate this card's effect, otherwise you Special Summon that monster.",GAOV-EN077,SR Super Rare,,,TRAP,,,,,,GALACTIC OVERLORD,2012-05-08,Spiritual Light Art - Hijiri,10100,59075,GAOV-EN077SR,2012-05-08
33607,Spiritual Swords of Revealing Light,"Once per attack, when an opponent's monster declares an attack: You can pay 1000 LP; negate that attack. During your opponent's turn: You can banish this card from your Graveyard; this turn, your opponent's monsters cannot attack directly.",MVP1-ENS31,SE Secret Rare,,,TRAP,Continuous,,,,,Yu-Gi-Oh! THE DARK SIDE OF DIMENSIONS MOVIE PACK SECRET EDITION,2020-01-24,Spiritual Swords of Revealing Light,12514,207843,MVP1-ENS31SE,2020-01-24
33608,Spiritual Swords of Revealing Light,"Once per attack, when an opponent's monster declares an attack: You can pay 1000 LP; negate that attack. During your opponent's turn: You can banish this card from your Graveyard; this turn, your opponent's monsters cannot attack directly.",MVP1-ENG31,GR Gold Rare,,,TRAP,Continuous,,,,,Yu-Gi-Oh! THE DARK SIDE OF DIMENSIONS MOVIE PACK GOLD EDITION,2017-01-13,Spiritual Swords of Revealing Light,12514,126671,MVP1-ENG31GR,2017-01-13
33609,Spiritual Swords of Revealing Light,"Once per attack, when an opponent's monster declares an attack: You can pay 1000 LP; negate that attack. During your opponent's turn: You can banish this card from your Graveyard; this turn, your opponent's monsters cannot attack directly.",MVP1-EN031,UR Ultra Rare,,,TRAP,Continuous,,,,,Yu-Gi-Oh! THE DARK SIDE OF DIMENSIONS MOVIE PACK,2016-07-22,Spiritual Swords of Revealing Light,12514,120933,MVP1-EN031UR,2016-07-22
33610,Spiritual Water Art - Aoi,"Tribute 1 WATER monster; look at your opponent's hand, then send 1 card from their hand to the GY.",SDCH-EN031,C Common,,,TRAP,,,,,,STRUCTURE DECK: SPIRIT CHARMERS,2020-10-23,Spiritual Water Art - Aoi,6440,224996,SDCH-EN031C,2020-10-23
33611,Spiritual Water Art - Aoi,"Tribute 1 WATER monster; look at your opponent's hand, then send 1 card from their hand to the GY.",AP02-EN012,SR Super Rare,,,TRAP,,,,,,ASTRAL PACK TWO,2013-04-19,Spiritual Water Art - Aoi,6440,78023,AP02-EN012SR,2013-04-19
33612,Spiritual Water Art - Aoi,"Tribute 1 WATER monster; look at your opponent's hand, then send 1 card from their hand to the GY.",SDRE-EN037,C Common,,,TRAP,,,,,,REALM OF THE SEA EMPEROR STRUCTURE DECK,2012-10-16,Spiritual Water Art - Aoi,6440,67155,SDRE-EN037C,2012-10-16
33613,Spiritual Water Art - Aoi,"Tribute 1 WATER monster; look at your opponent's hand, then send 1 card from their hand to the GY.",DR04-EN051,C Common,,,TRAP,,,,,,DARK REVELATION Volume 4,2007-11-14,Spiritual Water Art - Aoi,6440,80660,DR04-EN051C,2007-11-14
33614,Spiritual Water Art - Aoi,"Tribute 1 WATER monster; look at your opponent's hand, then send 1 card from their hand to the GY.",CRV-EN051,C Common,,,TRAP,,,,,,CYBERNETIC REVOLUTION,2005-08-06,Spiritual Water Art - Aoi,6440,24453,CRV-EN051C,2005-08-06
33615,Spiritual Whisper,"Once per turn, this card cannot be destroyed by battle. When this card is Pendulum Summoned: You can add 1 Ritual Monster or 1 Ritual Spell Card from your Deck to your hand.",WSUP-EN045,SR Super Rare,,,MONSTER,[Winged Beast／Effect],WIND,,200.0,2000.0,WORLD SUPERSTARS,2015-04-17,Spiritual Whisper,11434,97887,WSUP-EN045SR,2015-04-17
33616,Spiritual Wind Art - Miyabi,"Tribute 1 WIND monster, then target 1 card your opponent controls; place that opponent's card on the bottom of the Deck.",SDCH-EN033,C Common,,,TRAP,,,,,,STRUCTURE DECK: SPIRIT CHARMERS,2020-10-23,Spiritual Wind Art - Miyabi,6442,224998,SDCH-EN033C,2020-10-23
33617,Spiritual Wind Art - Miyabi,"Tribute 1 WIND monster, then target 1 card your opponent controls; place that opponent's card on the bottom of the Deck.",AP07-EN024,C Common,,,TRAP,,,,,,ASTRAL PACK SEVEN,2015-06-05,Spiritual Wind Art - Miyabi,6442,99938,AP07-EN024C,2015-06-05
33618,Spiritual Wind Art - Miyabi,"Tribute 1 WIND monster, then target 1 card your opponent controls; place that opponent's card on the bottom of the Deck.",SDDL-EN038,C Common,,,TRAP,,,,,,DRAGUNITY LEGION STRUCTURE DECK,2011-03-08,Spiritual Wind Art - Miyabi,6442,39383,SDDL-EN038C,2011-03-08
33619,Spiritual Wind Art - Miyabi,"Tribute 1 WIND monster, then target 1 card your opponent controls; place that opponent's card on the bottom of the Deck.",DR04-EN053,C Common,,,TRAP,,,,,,DARK REVELATION Volume 4,2007-11-14,Spiritual Wind Art - Miyabi,6442,80662,DR04-EN053C,2007-11-14
33620,Spiritual Wind Art - Miyabi,"Tribute 1 WIND monster, then target 1 card your opponent controls; place that opponent's card on the bottom of the Deck.",CRV-EN053,C Common,,,TRAP,,,,,,CYBERNETIC REVOLUTION,2005-08-06,Spiritual Wind Art - Miyabi,6442,24455,CRV-EN053C,2005-08-06
33621,Spiritualism,Target 1 Spell/Trap your opponent controls; return that target to the hand. This card's activation and effect cannot be negated.,SBC2-ENE19,C Common,,,SPELL,,,,,,SPEED DUEL: BATTLE CITY FINALS,2024-12-13,Spiritualism,5246,600301,SBC2-ENE19C,2024-12-13
33622,Spiritualism,Target 1 Spell/Trap your opponent controls; return that target to the hand. This card's activation and effect cannot be negated.,LCYW-EN127,C Common,,,SPELL,,,,,,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,Spiritualism,5246,66927,LCYW-EN127C,2012-10-02
33623,Spiritualism,Target 1 Spell/Trap your opponent controls; return that target to the hand. This card's activation and effect cannot be negated.,DB2-EN027,R Rare,,,SPELL,,,,,,DARK BEGINNING 2,2005-07-27,Spiritualism,5246,24311,DB2-EN027R,2005-07-27
33624,Spiritualism,Target 1 Spell/Trap your opponent controls; return that target to the hand. This card's activation and effect cannot be negated.,LON-094,R Rare,,,SPELL,,,,,,LABYRINTH OF NIGHTMARE,2003-03-01,Spiritualism,5246,22448,LON-094R,2003-03-01
33625,Splash Capture,When your opponent Xyz Summons: Banish 2 Fish-Type monsters from your Graveyard to target that face-up Xyz Monster; take control of that target.,ORCS-EN067,C Common,,,TRAP,,,,,,ORDER OF CHAOS,2012-01-24,Splash Capture,9941,57757,ORCS-EN067C,2012-01-24
33626,Splash Mage,"2 Cyberse monstersYou can target 1 Cyberse monster in your GY; Special Summon it in Defense Position, but negate its effects, also you cannot Special Summon for the rest of this turn, except Cyberse monsters. You can only use this effect of ""Splash Mage"" once per turn.",RA04-EN080,SR Super Rare,,,MONSTER,[Cyberse／Link／Effect],WATER,,1100.0,,QUARTER CENTURY STAMPEDE,2025-04-11,Splash Mage,15034,627107,RA04-EN080SR,2025-04-11
