set_id,set_name,set_release,join_id,card_set_id
LDK2-ENY23,LEGENDARY DECKS II,2016-10-07,LDK2-ENY23C,28955
YGLD-ENA24,YUGI'S LEGENDARY DECKS,2015-11-13,YGLD-ENA24C,28956
YGLD-ENB17,YUGI'S LEGENDARY DECKS,2015-11-13,YGLD-ENB17UR,28957
YGLD-ENC25,YUGI'S LEGENDARY DECKS,2015-11-13,YGLD-ENC25C,28958
NKRT-EN025,NOBLE KNIGHTS OF THE ROUND TABLE BOX SET,2014-11-21,NKRT-EN025PL,28959
BP03-EN133,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN133C,28960
YS14-ENA11,SUPER STARTER SPACE-TIME SHOWDOWN Power-Up Pack,2014-07-11,YS14-ENA11C,28961
PGLD-EN057,PREMIUM GOLD,2014-03-28,PGLD-EN057GR,28962
YSYR-EN026,STARTER DECK YUGI RELOADED,2013-12-06,YSYR-EN026C,28963
SDBE-EN031,SAGA OF BLUE-EYES WHITE DRAGON STRUCTURE DECK,2013-09-13,SDBE-EN031C,28964
YS13-ENV13,SUPER STARTER Power-Up Pack,2013-06-14,YS13-ENV13SR,28965
LCYW-EN057,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,LCYW-EN057UR,28966
BP01-EN033,BATTLE PACK EPIC DAWN,2012-05-28,BP01-EN033R,28967
YS12-EN023,STARTER DECK XYZ SYMPHONY,2012-04-17,YS12-EN023C,28968
YS11-EN026,STARTER DECK DAWN OF THE XYZ,2011-07-12,YS11-EN026C,28969
SDMM-EN023,MACHINA MAYHEM STRUCTURE DECK,2010-02-23,SDMM-EN023C,28970
DL09-EN013,DUELIST LEAGUE 2010,2009-08-01,DL09-EN013R,28971
DPYG-EN018,DUELIST PACK - YUGI -,2009-07-07,DPYG-EN018C,28972
SDSC-EN026,SPELLCASTER'S COMMAND STRUCTURE DECK,2009-03-31,SDSC-EN026C,28973
DLG1-EN013,DARK LEGENDS,2008-11-21,DLG1-EN013R,28974
RP01-EN012,RETRO PACK,2008-07-08,RP01-EN012SR,28975
GLD1-EN030,GOLD SERIES,2008-04-02,GLD1-EN030GR,28976
SD7-EN019,STRUCTURE DECK INVINCIBLE FORTRESS,2006-05-15,SD7-EN019C,28977
SD6-EN021,STRUCTURE DECK SPELLCASTER'S JUDGMENT,2006-01-18,SD6-EN021C,28978
SD1-EN014,STRUCTURE DECK DRAGON'S ROAR,2005-01-01,SD1-EN014C,28979
DB1-EN129,DARK BEGINNING 1,2004-10-12,DB1-EN129SR,28980
SYE-039,STARTER DECK YUGI Evolution,2004-03-01,SYE-039C,28981
LOB-101,LEGEND OF BLUE EYES WHITE DRAGON,2002-03-08,LOB-101SR,28982
LVAL-EN091,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN091C,28983
LCJW-EN010,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,LCJW-EN010C,28984
DB1-EN206,DARK BEGINNING 1,2004-10-12,DB1-EN206C,28985
SDJ-002,STARTER DECK JOEY,2003-03-30,SDJ-002C,28986
LON-002,LABYRINTH OF NIGHTMARE,2003-03-01,LON-002C,28987
MP15-EN245,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN245UR,28988
SECE-EN095,SECRETS OF ETERNITY,2015-01-16,SECE-EN095UR,28989
MAMA-EN043,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN043UR,28990
BODE-EN072,BURST OF DESTINY,2021-11-05,BODE-EN072C,28991
MAMA-EN037,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN037UR,28992
BODE-EN006,BURST OF DESTINY,2021-11-05,BODE-EN006SR,28993
MAMA-EN044,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN044UR,28994
BODE-EN073,BURST OF DESTINY,2021-11-05,BODE-EN073C,28995
MZTM-EN103,MAZE OF THE MASTER,2025-03-14,MZTM-EN103R,28996
MAMA-EN041,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN041UR,28997
BODE-EN053,BURST OF DESTINY,2021-11-05,BODE-EN053UR,28998
MZTM-EN088,MAZE OF THE MASTER,2025-03-14,MZTM-EN088R,28999
MAMA-EN038,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN038UR,29000
BODE-EN041,BURST OF DESTINY,2021-11-05,BODE-EN041SE,29001
MZTM-EN080,MAZE OF THE MASTER,2025-03-14,MZTM-EN080SR,29002
MAMA-EN034,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN034UR,29003
BODE-EN003,BURST OF DESTINY,2021-11-05,BODE-EN003SE,29004
MZTM-EN081,MAZE OF THE MASTER,2025-03-14,MZTM-EN081R,29005
MAMA-EN035,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN035UR,29006
BODE-EN004,BURST OF DESTINY,2021-11-05,BODE-EN004SR,29007
MP24-EN345,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN345C,29008
CYAC-EN052,CYBERSTORM ACCESS,2023-05-05,CYAC-EN052C,29009
MAMA-EN042,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN042UR,29010
BODE-EN054,BURST OF DESTINY,2021-11-05,BODE-EN054SR,29011
MZTM-EN090,MAZE OF THE MASTER,2025-03-14,MZTM-EN090R,29012
MAMA-EN040,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN040UR,29013
BACH-EN041,BATTLE OF CHAOS,2022-02-11,BACH-EN041SE,29014
MZTM-EN082,MAZE OF THE MASTER,2025-03-14,MZTM-EN082R,29015
MAMA-EN036,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN036UR,29016
BODE-EN005,BURST OF DESTINY,2021-11-05,BODE-EN005UR,29017
MAMA-EN045,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN045UR,29018
BACH-EN067,BATTLE OF CHAOS,2022-02-11,BACH-EN067C,29019
MZTM-EN089,MAZE OF THE MASTER,2025-03-14,MZTM-EN089R,29020
MAMA-EN039,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN039UR,29021
BODE-EN042,BURST OF DESTINY,2021-11-05,BODE-EN042UR,29022
KC01-EN007,25TH ANNIVERSARY ULTIMATE KAIBA SET,2024-03-01,KC01-EN007UR,29023
STAX-EN007,2-PLAYER STARTER SET,2024-01-26,STAX-EN007C,29024
SBCB-EN089,Speed Duel: Battle City Box,2020-11-26,SBCB-EN089C,29025
DPKB-EN004,DUELIST PACK - KAIBA -,2010-04-20,DPKB-EN004C,29026
SDK-025,STARTER DECK KAIBA,2002-03-29,SDK-025C,29027
MP14-EN186,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN186SR,29028
LVAL-EN000,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN000SR,29029
LVAL-ENSP1,LEGACY OF THE VALIANT Sneak Peek,2014-01-18,LVAL-ENSP1UR,29030
MP14-EN232,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN232C,29031
LVAL-EN073,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN073C,29032
MP15-EN036,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN036UR,29033
PGL2-EN061,PREMIUM GOLD: RETURN OF THE BLING,2015-03-20,PGL2-EN061GR,29034
PRIO-EN062,PRIMAL ORIGIN,2014-05-16,PRIO-EN062UR,29035
MP15-EN013,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN013C,29036
PRIO-EN018,PRIMAL ORIGIN,2014-05-16,PRIO-EN018C,29037
LVAL-ENDE3,LEGACY OF THE VALIANT DELUXE EDITION,2014-03-07,LVAL-ENDE3SR,29038
DIFO-EN051,DIMENSION FORCE,2022-05-20,DIFO-EN051SR,29039
MP14-EN199,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN199SR,29040
LVAL-EN018,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN018SR,29041
MP14-EN200,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN200C,29042
LVAL-EN019,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN019C,29043
MP14-EN201,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN201UR,29044
LVAL-EN020,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN020UR,29045
MP14-EN197,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN197R,29046
LVAL-EN016,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN016R,29047
MP15-EN015,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN015C,29048
PRIO-EN020,PRIMAL ORIGIN,2014-05-16,PRIO-EN020C,29049
MP14-EN198,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN198UR,29050
LVAL-EN017,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN017UR,29051
MP14-EN238,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN238R,29052
LVAL-EN081,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN081R,29053
MP14-EN196,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN196R,29054
LVAL-ENDE1,LEGACY OF THE VALIANT DELUXE EDITION,2014-03-07,LVAL-ENDE1UR,29055
LVAL-EN015,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN015R,29056
MP18-EN026,2018 MEGA-TINS MEGA PACK,2018-08-31,MP18-EN026SR,29057
MACR-EN093,MAXIMUM CRISIS,2017-05-05,MACR-EN093SR,29058
MP15-EN048,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN048SR,29059
PRIO-EN083,PRIMAL ORIGIN,2014-05-16,PRIO-EN083SR,29060
MP15-EN016,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN016UR,29061
PGL2-EN040,PREMIUM GOLD: RETURN OF THE BLING,2015-03-20,PGL2-EN040GR,29062
PRIO-EN021,PRIMAL ORIGIN,2014-05-16,PRIO-EN021UR,29063
MP15-EN014,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN014R,29064
PRIO-ENDE1,PRIMAL ORIGIN DELUXE EDITION,2014-06-13,PRIO-ENDE1UR,29065
PRIO-ENPL1,PRIMAL ORIGIN - PLUS -,2014-06-09,PRIO-ENPL1ST,29066
PRIO-EN019,PRIMAL ORIGIN,2014-05-16,PRIO-EN019R,29067
MP15-EN042,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN042C,29068
PRIO-EN073,PRIMAL ORIGIN,2014-05-16,PRIO-EN073C,29069
BLHR-EN058,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN058UR,29070
MIL1-EN017,MILLENNIUM PACK,2016-04-15,MIL1-EN017R,29071
DR04-EN163,DARK REVELATION Volume 4,2007-11-14,DR04-EN163C,29072
SOI-EN043,SHADOW OF INFINITY,2006-02-18,SOI-EN043C,29073
LDK2-ENJ33,LEGENDARY DECKS II,2016-10-07,LDK2-ENJ33C,29074
SDWS-EN029,WARRIORS' STRIKE STRUCTURE DECK,2009-10-27,SDWS-EN029C,29075
5DS1-EN030,5D's STARTER DECK 2008,2008-08-05,5DS1-EN030C,29076
TAEV-EN060,TACTICAL EVOLUTION,2007-08-15,TAEV-EN060R,29077
OP19-EN026,OTS TOURNAMENT PACK 19,2022-06-10,OP19-EN026C,29078
MP17-EN234,2017 MEGA-TINS MEGA PACK,2017-08-25,MP17-EN234C,29079
RATE-EN092,RAGING TEMPEST,2017-02-10,RATE-EN092C,29080
STOR-EN033,STORM OF RAGNAROK,2011-02-08,STOR-EN033SR,29081
DIFO-EN021,DIMENSION FORCE,2022-05-20,DIFO-EN021C,29082
STOR-EN034,STORM OF RAGNAROK,2011-02-08,STOR-EN034SR,29083
MP17-EN232,2017 MEGA-TINS MEGA PACK,2017-08-25,MP17-EN232C,29084
RATE-EN090,RAGING TEMPEST,2017-02-10,RATE-EN090C,29085
DIFO-EN020,DIMENSION FORCE,2022-05-20,DIFO-EN020C,29086
MP17-EN238,2017 MEGA-TINS MEGA PACK,2017-08-25,MP17-EN238C,29087
RATE-EN096,RAGING TEMPEST,2017-02-10,RATE-EN096C,29088
STOR-EN035,STORM OF RAGNAROK,2011-02-08,STOR-EN035R,29089
DIFO-EN042,DIMENSION FORCE,2022-05-20,DIFO-EN042C,29090
MP17-EN233,2017 MEGA-TINS MEGA PACK,2017-08-25,MP17-EN233C,29091
RATE-EN091,RAGING TEMPEST,2017-02-10,RATE-EN091C,29092
DP10-EN026,DUELIST PACK - YUSEI 3 -,2011-01-25,DP10-EN026C,29093
SOVR-EN064,STARDUST OVERDRIVE,2009-11-17,SOVR-EN064C,29094
OP22-EN021,OTS TOURNAMENT PACK 22,2023-07-19,OP22-EN021C,29095
LC5D-EN250,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN250C,29096
DPCT-ENY03,DUELIST PACK COLLECTION TIN 2010 PROMO PACK,2010-03-05,DPCT-ENY03SR,29097
5DS1-EN021,5D's STARTER DECK 2008,2008-08-05,5DS1-EN021C,29098
5DS3-EN028,5D's STARTER DECK DUELIST TOOLBOX,2010-06-01,5DS3-EN028C,29099
5DS2-EN032,5D's STARTER DECK 2009,2009-06-09,5DS2-EN032C,29100
5DS1-EN020,5D's STARTER DECK 2008,2008-08-05,5DS1-EN020C,29101
CRMS-EN089,CRIMSON CRISIS,2009-03-03,CRMS-EN089R,29102
MZMI-EN047,MAZE OF MILLENNIA,2024-01-19,MZMI-EN047R,29103
LDS3-EN123,LEGENDARY DUELISTS: SEASON 3,2022-07-22,LDS3-EN123C,29104
LED6-EN026,LEGENDARY DUELISTS: MAGICAL HERO,2020-01-17,LED6-EN026UR,29105
ABPF-EN062,ABSOLUTE POWERFORCE,2010-02-16,ABPF-EN062SR,29106
HSRD-EN013,HIGH-SPEED RIDERS,2015-10-02,HSRD-EN013C,29107
BLTR-EN029,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,BLTR-EN029SE,29108
TDGS-EN068,THE DUELIST GENESIS,2008-09-02,TDGS-EN068C,29109
LED8-EN026,LEGENDARY DUELISTS: SYNCHRO STORM,2021-10-29,LED8-EN026R,29110
TSHD-EN079,THE SHINING DARKNESS,2010-05-11,TSHD-EN079SR,29111
DUNE-EN085,DUELIST NEXUS,2023-07-28,DUNE-EN085SR,29112
DREV-EN035,DUELIST REVOLUTION,2010-08-17,DREV-EN035R,29113
DP10-EN024,DUELIST PACK - YUSEI 3 -,2011-01-25,DP10-EN024R,29114
TSHD-EN011,THE SHINING DARKNESS,2010-05-11,TSHD-EN011C,29115
OP11-EN023,OTS TOURNAMENT PACK 11,2019-08-15,OP11-EN023C,29116
DP10-EN030,DUELIST PACK - YUSEI 3 -,2011-01-25,DP10-EN030SR,29117
MP22-EN164,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN164UR,29118
DAMA-EN067,DAWN OF MAJESTY,2021-08-13,DAMA-EN067SE,29119
MP24-EN371,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN371C,29120
DUNE-EN050,DUELIST NEXUS,2023-07-28,DUNE-EN050C,29121
BLTR-EN037,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,BLTR-EN037UR,29122
AGOV-EN060,AGE OF OVERLORD,2023-10-20,AGOV-EN060SR,29123
STBL-EN012,STARSTRIKE BLAST,2010-11-16,STBL-EN012C,29124
DP08-EN028,DUELIST PACK - YUSEI -,2009-02-24,DP08-EN028C,29125
CSOC-EN066,CROSSROADS OF CHAOS,2008-11-18,CSOC-EN066C,29126
DUOV-EN041,DUEL OVERLOAD,2020-03-20,DUOV-EN041UR,29127
VASM-EN029,VALIANT SMASHERS,2023-11-17,VASM-EN029R,29128
MP22-EN053,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN053R,29129
BLVO-EN090,BLAZING VORTEX,2021-02-05,BLVO-EN090C,29130
MP24-EN372,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN372C,29131
DUNE-EN051,DUELIST NEXUS,2023-07-28,DUNE-EN051C,29132
BLMR-EN048,BATTLES OF LEGEND: MONSTROUS REVENGE,2023-06-23,BLMR-EN048SE,29133
SDSE-EN003,SYNCHRON EXTREME STRUCTURE DECK,2015-08-28,SDSE-EN003C,29134
LED8-EN048,LEGENDARY DUELISTS: SYNCHRO STORM,2021-10-29,LED8-EN048C,29135
SDSE-EN010,SYNCHRON EXTREME STRUCTURE DECK,2015-08-28,SDSE-EN010C,29136
LC5D-EN017,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN017UR,29137
5DS3-EN005,5D's STARTER DECK DUELIST TOOLBOX,2010-06-01,5DS3-EN005SR,29138
OP22-EN022,OTS TOURNAMENT PACK 22,2023-07-19,OP22-EN022C,29139
5DS1-EN022,5D's STARTER DECK 2008,2008-08-05,5DS1-EN022C,29140
SDCK-EN006,STRUCTURE DECK: THE CRIMSON KING,2023-09-22,SDCK-EN006C,29141
DPDG-EN021,DUELIST PACK - DIMENSIONAL GUARDIANS -,2017-05-26,DPDG-EN021C,29142
HSRD-EN017,HIGH-SPEED RIDERS,2015-10-02,HSRD-EN017C,29143
STON-EN043,STRIKE OF NEOS,2007-02-28,STON-EN043C,29144
SR05-EN034,STRUCTURE DECK WAVE OF LIGHT,2018-01-19,SR05-EN034C,29145
POTD-EN059,POWER OF THE DUELIST,2006-08-16,POTD-EN059C,29146
OP02-EN009,OTS TOURNAMENT PACK 2,2016-07-15,OP02-EN009SR,29147
RYMP-EN079,RA YELLOW MEGA PACK,2012-02-21,RYMP-EN079C,29148
LCGX-EN213,LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK,2011-10-04,LCGX-EN213C,29149
DR04-EN041,DARK REVELATION Volume 4,2007-11-14,DR04-EN041R,29150
CRV-EN041,CYBERNETIC REVOLUTION,2005-08-06,CRV-EN041R,29151
OP17-EN021,OTS TOURNAMENT PACK 17,2021-10-06,OP17-EN021C,29152
NECH-EN091,THE NEW CHALLENGERS,2014-11-07,NECH-EN091C,29153
DR04-EN027,DARK REVELATION Volume 4,2007-11-14,DR04-EN027C,29154
CRV-EN027,CYBERNETIC REVOLUTION,2005-08-06,CRV-EN027C,29155
AGOV-EN050,AGE OF OVERLORD,2023-10-20,AGOV-EN050SR,29156
LC5D-EN215,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN215SR,29157
EXVC-EN042,EXTREME VICTORY,2011-05-10,EXVC-EN042UR,29158
OP23-EN019,OTS TOURNAMENT PACK 23,2023-10-26,OP23-EN019C,29159
SAST-EN010,SAVAGE STRIKE,2019-02-01,SAST-EN010C,29160
LC5D-EN208,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN208C,29161
EXVC-EN019,EXTREME VICTORY,2011-05-10,EXVC-EN019C,29162
AGOV-EN070,AGE OF OVERLORD,2023-10-20,AGOV-EN070C,29163
OP09-EN014,OTS TOURNAMENT PACK 9,2018-12-07,OP09-EN014C,29164
LC5D-EN205,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN205SE,29165
EXVC-EN016,EXTREME VICTORY,2011-05-10,EXVC-EN016SR,29166
BLC1-EN089,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,BLC1-EN089C,29167
BLHR-EN024,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN024UR,29168
BLC1-EN088,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,BLC1-EN088C,29169
BLHR-EN023,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN023SE,29170
AGOV-EN036,AGE OF OVERLORD,2023-10-20,AGOV-EN036UR,29171
LC5D-EN216,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN216SR,29172
EXVC-EN043,EXTREME VICTORY,2011-05-10,EXVC-EN043UR,29173
DANE-EN012,DARK NEOSTORM,2019-05-03,DANE-EN012R,29174
RA02-EN027,25TH ANNIVERSARY RARITY COLLECTION 2,2024-05-24,RA02-EN027SR,29175
OP23-EN022,OTS TOURNAMENT PACK 23,2023-10-26,OP23-EN022C,29176
OP10-EN018,OTS TOURNAMENT PACK 10,2019-04-18,OP10-EN018C,29177
LC5D-EN211,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN211SE,29178
REDU-ENSE1,RETURN OF THE DUELIST SPECIAL EDITION,2012-09-25,REDU-ENSE1SR,29179
JUMP-EN051,SHONEN JUMP Subscription Promotional Card - June/July 2011 -,,JUMP-EN051UR,29180
LC5D-EN207,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN207C,29181
EXVC-EN018,EXTREME VICTORY,2011-05-10,EXVC-EN018C,29182
AGOV-EN049,AGE OF OVERLORD,2023-10-20,AGOV-EN049SE,29183
BLC1-EN090,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,BLC1-EN090C,29184
BLHR-EN025,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN025UR,29185
AGOV-EN034,AGE OF OVERLORD,2023-10-20,AGOV-EN034SR,29186
AGOV-EN035,AGE OF OVERLORD,2023-10-20,AGOV-EN035UR,29187
LC5D-EN214,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN214C,29188
EXVC-EN041,EXTREME VICTORY,2011-05-10,EXVC-EN041SR,29189
LC5D-EN212,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN212C,29190
EXVC-EN039,EXTREME VICTORY,2011-05-10,EXVC-EN039R,29191
MP24-EN233,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN233UR,29192
AGOV-EN003,AGE OF OVERLORD,2023-10-20,AGOV-EN003SE,29193
OP09-EN017,OTS TOURNAMENT PACK 9,2018-12-07,OP09-EN017C,29194
LC5D-EN210,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN210UR,29195
BATT-EN020,BATTLE PACK TOURNAMENT,2012-05-29,BATT-EN020ST,29196
EXVC-EN021,EXTREME VICTORY,2011-05-10,EXVC-EN021R,29197
SAST-EN009,SAVAGE STRIKE,2019-02-01,SAST-EN009R,29198
OP23-EN008,OTS TOURNAMENT PACK 23,2023-10-26,OP23-EN008SR,29199
SAST-EN039,SAVAGE STRIKE,2019-02-01,SAST-EN039UR,29200
OP09-EN015,OTS TOURNAMENT PACK 9,2018-12-07,OP09-EN015C,29201
LC5D-EN206,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN206UR,29202
EXVC-EN017,EXTREME VICTORY,2011-05-10,EXVC-EN017R,29203
SAST-EN011,SAVAGE STRIKE,2019-02-01,SAST-EN011C,29204
OP23-EN009,OTS TOURNAMENT PACK 23,2023-10-26,OP23-EN009SR,29205
SAST-EN050,SAVAGE STRIKE,2019-02-01,SAST-EN050SE,29206
OP09-EN016,OTS TOURNAMENT PACK 9,2018-12-07,OP09-EN016C,29207
LC5D-EN209,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN209SE,29208
EXVC-EN020,EXTREME VICTORY,2011-05-10,EXVC-EN020C,29209
OP17-EN017,OTS TOURNAMENT PACK 17,2021-10-06,OP17-EN017C,29210
BLRR-EN057,BATTLES OF LEGEND: RELENTLESS REVENGE,2018-06-29,BLRR-EN057UR,29211
LC5D-EN213,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN213SE,29212
EXVC-EN040,EXTREME VICTORY,2011-05-10,EXVC-EN040UR,29213
MP21-EN022,2021 TIN OF ANCIENT BATTLES,2021-10-01,MP21-EN022C,29214
IGAS-EN051,IGNITION ASSAULT,2020-01-31,IGAS-EN051C,29215
MP15-EN040,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN040SR,29216
PRIO-EN070,PRIMAL ORIGIN,2014-05-16,PRIO-EN070SR,29217
MZTM-EN012,MAZE OF THE MASTER,2025-03-14,MZTM-EN012R,29218
CHIM-EN073,CHAOS IMPACT,2019-10-25,CHIM-EN073C,29219
MZTM-EN015,MAZE OF THE MASTER,2025-03-14,MZTM-EN015R,29220
RA04-EN220,QUARTER CENTURY STAMPEDE,2025-04-11,RA04-EN220PS,29221
MZTM-EN106,MAZE OF THE MASTER,2025-03-14,MZTM-EN106R,29222
OP09-EN025,OTS TOURNAMENT PACK 9,2018-12-07,OP09-EN025C,29223
GFTP-EN081,GHOSTS FROM THE PAST,2021-04-16,GFTP-EN081UR,29224
BP03-EN113,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN113C,29225
LVAL-EN043,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN043C,29226
DR3-EN083,DARK REVELATION Volume 3,2006-11-25,DR3-EN083C,29227
RDS-EN023,RISE OF DESTINY,2004-12-01,RDS-EN023C,29228
DUPO-EN026,DUEL POWER,2019-04-03,DUPO-EN026UR,29229
MP25-EN246,2025 MEGA-PACK TIN,2025-09-05,MP25-EN246UR,29230
ROTA-EN020,RAGE OF THE ABYSS,2024-10-11,ROTA-EN020C,29231
SGX4-ENC13,SPEED DUEL GX: MIDTERM DESTRUCTION,2024-03-29,SGX4-ENC13C,29232
SBTK-EN034,SPEED DUEL: TRIALS OF THE KINGDOM,2019-12-06,SBTK-EN034C,29233
LCJW-EN162,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,LCJW-EN162C,29234
TU07-EN010,TURBO PACK BOOSTER SEVEN,2012-01-01,TU07-EN010R,29235
SD09-EN018,STRUCTURE DECK DINOSAUR'S RAGE,2006-10-20,SD09-EN018C,29236
SRL-EN042,SPELL RULER (LC01 25th Anniversary Edition),2023-04-21,SRL-EN042C,29237
DB1-EN026,DARK BEGINNING 1,2004-10-12,DB1-EN026C,29238
MRL-042,SPELL RULER,2002-09-16,MRL-042C,29239
DAMA-EN061,DAWN OF MAJESTY,2021-08-13,DAMA-EN061C,29240
AGOV-EN088,AGE OF OVERLORD,2023-10-20,AGOV-EN088UR,29241
MRD-EN081,METAL RAIDERS (LC01 25th Anniversary Edition),2023-04-21,MRD-EN081C,29242
SBTK-EN011,SPEED DUEL: TRIALS OF THE KINGDOM,2019-12-06,SBTK-EN011C,29243
MRD-081,METAL RAIDERS,2002-06-26,MRD-081C,29244
LCYW-EN223,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,LCYW-EN223SR,29245
MP1-006,Promotional Cards 1,2002-12-20,MP1-006SR,29246
OP02-EN014,OTS TOURNAMENT PACK 2,2016-07-15,OP02-EN014C,29247
TP2-022,TOURNAMENT PACK 2ND SEASON,2002-10-01,TP2-022C,29248
SESL-EN052,SECRET SLAYERS,2020-04-02,SESL-EN052SR,29249
MP14-EN089,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN089SR,29250
JOTL-EN036,JUDGMENT OF THE LIGHT,2013-08-09,JOTL-EN036SR,29251
MP25-EN092,2025 MEGA-PACK TIN,2025-09-05,MP25-EN092PSE,29252
INFO-EN058,THE INFINITE FORBIDDEN,2024-07-19,INFO-EN058UR,29253
SBC1-ENG17,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,SBC1-ENG17C,29254
DR2-EN161,DARK REVELATION Volume 2,2005-10-20,DR2-EN161C,29255
AST-049,ANCIENT SANCTUARY,2004-06-01,AST-049R,29256
SBC1-ENG12,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,SBC1-ENG12C,29257
DR2-EN156,DARK REVELATION Volume 2,2005-10-20,DR2-EN156C,29258
AST-044,ANCIENT SANCTUARY,2004-06-01,AST-044R,29259
FIGA-EN046,FISTS OF THE GADGETS,2019-08-23,FIGA-EN046SR,29260
