card_id,card_set_id,name,description,rarity,price,volatility_id,type_id,sub_type,attribute_id,rank,attack,defense
36344,30205,The Winged Dragon of Ra,"Cannot be Special Summoned. Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, other cards and effects cannot be activated. When this card is Normal Summoned: You can pay LP so that you only have 100 left; this card gains ATK/DEF equal to the amount of LP paid. You can pay 1000 LP, then target 1 monster on the field; destroy that target.",MR Mosaic Rare,7.77,3,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36345,30206,The Winged Dragon of Ra,"Cannot be Special Summoned. Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, other cards and effects cannot be activated. When this card is Normal Summoned: You can pay LP so that you only have 100 left; this card gains ATK/DEF equal to the amount of LP paid. You can pay 1000 LP, then target 1 monster on the field; destroy that target.",SR Super Rare,1.05,1,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36346,30207,The Winged Dragon of Ra,"Cannot be Special Summoned. Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, other cards and effects cannot be activated. When this card is Normal Summoned: You can pay LP so that you only have 100 left; this card gains ATK/DEF equal to the amount of LP paid. You can pay 1000 LP, then target 1 monster on the field; destroy that target.",UR Ultra Rare,5.56,5,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36347,30208,The Winged Dragon of Ra - Immortal Phoenix,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. If The Winged Dragon of Ra is sent from the field to your GY while this card is in your GY: Special Summon this card. Cards and effects cannot be activated in response to this effect's activation. Unaffected by other cards' effects. You can pay 1000 LP; send 1 monster on the field to the GY. Once per turn, during the End Phase: Send this card to the GY, and if you do, Special Summon 1 The Winged Dragon of Ra - Sphere Mode from your hand, Deck, or GY, ignoring its Summoning conditions.",R Rare,0.16,5,2,[Divine-Beast／Effect],8,Level 10,4000.0,4000.0
36348,30208,The Winged Dragon of Ra - Immortal Phoenix,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. If The Winged Dragon of Ra is sent from the field to your GY while this card is in your GY: Special Summon this card. Cards and effects cannot be activated in response to this effect's activation. Unaffected by other cards' effects. You can pay 1000 LP; send 1 monster on the field to the GY. Once per turn, during the End Phase: Send this card to the GY, and if you do, Special Summon 1 The Winged Dragon of Ra - Sphere Mode from your hand, Deck, or GY, ignoring its Summoning conditions.",CR COLLECTOR'S RARE,6.65,5,2,[Divine-Beast／Effect],8,Level 10,4000.0,4000.0
36349,30209,The Winged Dragon of Ra - Immortal Phoenix,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. If The Winged Dragon of Ra is sent from the field to your GY while this card is in your GY: Special Summon this card. Cards and effects cannot be activated in response to this effect's activation. Unaffected by other cards' effects. You can pay 1000 LP; send 1 monster on the field to the GY. Once per turn, during the End Phase: Send this card to the GY, and if you do, Special Summon 1 The Winged Dragon of Ra - Sphere Mode from your hand, Deck, or GY, ignoring its Summoning conditions.",C Common,0.27,5,2,[Divine-Beast／Effect],8,Level 10,4000.0,4000.0
36350,30209,The Winged Dragon of Ra - Immortal Phoenix,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. If The Winged Dragon of Ra is sent from the field to your GY while this card is in your GY: Special Summon this card. Cards and effects cannot be activated in response to this effect's activation. Unaffected by other cards' effects. You can pay 1000 LP; send 1 monster on the field to the GY. Once per turn, during the End Phase: Send this card to the GY, and if you do, Special Summon 1 The Winged Dragon of Ra - Sphere Mode from your hand, Deck, or GY, ignoring its Summoning conditions.",PSE Prismatic Secret Rare,3.17,1,2,[Divine-Beast／Effect],8,Level 10,4000.0,4000.0
36351,30210,The Winged Dragon of Ra - Immortal Phoenix,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. If The Winged Dragon of Ra is sent from the field to your GY while this card is in your GY: Special Summon this card. Cards and effects cannot be activated in response to this effect's activation. Unaffected by other cards' effects. You can pay 1000 LP; send 1 monster on the field to the GY. Once per turn, during the End Phase: Send this card to the GY, and if you do, Special Summon 1 The Winged Dragon of Ra - Sphere Mode from your hand, Deck, or GY, ignoring its Summoning conditions.",UR Ultra Rare,3.4,3,2,[Divine-Beast／Effect],8,Level 10,4000.0,4000.0
36352,30211,The Winged Dragon of Ra - Immortal Phoenix,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. If The Winged Dragon of Ra is sent from the field to your GY while this card is in your GY: Special Summon this card. Cards and effects cannot be activated in response to this effect's activation. Unaffected by other cards' effects. You can pay 1000 LP; send 1 monster on the field to the GY. Once per turn, during the End Phase: Send this card to the GY, and if you do, Special Summon 1 The Winged Dragon of Ra - Sphere Mode from your hand, Deck, or GY, ignoring its Summoning conditions.",UR Ultra Rare,4.42,1,2,[Divine-Beast／Effect],8,Level 10,4000.0,4000.0
36353,30212,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",C Common,0.53,1,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36354,30212,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",PSE Prismatic Secret Rare,1.94,1,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36355,30213,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",SR Super Rare,0.58,1,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36356,30213,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",UR Ultra Rare,0.45,1,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36357,30213,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",SE Secret Rare,0.99,5,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36358,30213,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",PS Platinum Secret Rare,3.44,5,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36359,30213,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",QCSE Quarter Century Secret Rare,13.46,5,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36360,30214,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",UR Ultra Rare,0.98,5,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36361,30215,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",SR Super Rare,0.59,5,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36362,30216,The Winged Dragon of Ra - Sphere Mode,"Cannot be Special Summoned. Requires 3 Tributes from either side of the field to Normal Summon to that side of the field (cannot be Normal Set), then shift control to this card's owner during the End Phase of the next turn. Cannot attack. Your opponent cannot target this card for attacks or by card effects. You can Tribute this card; Special Summon 1 The Winged Dragon of Ra from your hand or Deck, ignoring its Summoning conditions, and if you do, its ATK/DEF become 4000.",UR Ultra Rare,2.14,5,2,[Divine-Beast／Effect],8,Level 10,0.0,0.0
36363,30217,The World Legacy,"You can only control 1 The World Legacy. Each time a face-up Level 5 or higher monster(s) is sent from the field to the GY, place 1 counter on this card for each sent card (max. 7). You can send this card with 7 counters to the GY; Special Summon 1 Cyberse Link Monster from your Extra Deck.",C Common,0.08,3,1,Continuous,1,NONE,0.0,0.0
36364,30218,The World Tree,"Each time a face-up Plant-Type monster(s) on the field is destroyed, place 1 Flower Counter on this card. You can remove any number of Flower Counters from this card to activate these effects.●1 Counter: Target 1 Plant-Type monster on the field; that target gains 400 ATK and DEF until the end of this turn. (This ATK gain remains even if this card leaves the field.)●2 Counters: Target 1 card on the field; destroy that target.●3 Counters: Target 1 Plant-Type monster in your Graveyard; Special Summon that target.",R Rare,1.47,3,1,Continuous,1,NONE,0.0,0.0
36365,30218,The World Tree,"Each time a face-up Plant-Type monster(s) on the field is destroyed, place 1 Flower Counter on this card. You can remove any number of Flower Counters from this card to activate these effects.●1 Counter: Target 1 Plant-Type monster on the field; that target gains 400 ATK and DEF until the end of this turn. (This ATK gain remains even if this card leaves the field.)●2 Counters: Target 1 card on the field; destroy that target.●3 Counters: Target 1 Plant-Type monster in your Graveyard; Special Summon that target.",R Rare,5.19,3,1,Continuous,1,NONE,0.0,0.0
36366,30218,The World Tree,"Each time a face-up Plant-Type monster(s) on the field is destroyed, place 1 Flower Counter on this card. You can remove any number of Flower Counters from this card to activate these effects.●1 Counter: Target 1 Plant-Type monster on the field; that target gains 400 ATK and DEF until the end of this turn. (This ATK gain remains even if this card leaves the field.)●2 Counters: Target 1 card on the field; destroy that target.●3 Counters: Target 1 Plant-Type monster in your Graveyard; Special Summon that target.",R Rare,5.72,3,1,Continuous,1,NONE,0.0,0.0
36367,30218,The World Tree,"Each time a face-up Plant-Type monster(s) on the field is destroyed, place 1 Flower Counter on this card. You can remove any number of Flower Counters from this card to activate these effects.●1 Counter: Target 1 Plant-Type monster on the field; that target gains 400 ATK and DEF until the end of this turn. (This ATK gain remains even if this card leaves the field.)●2 Counters: Target 1 card on the field; destroy that target.●3 Counters: Target 1 Plant-Type monster in your Graveyard; Special Summon that target.",R Rare,5.2,3,1,Continuous,1,NONE,0.0,0.0
36368,30219,The World Tree,"Each time a face-up Plant-Type monster(s) on the field is destroyed, place 1 Flower Counter on this card. You can remove any number of Flower Counters from this card to activate these effects.●1 Counter: Target 1 Plant-Type monster on the field; that target gains 400 ATK and DEF until the end of this turn. (This ATK gain remains even if this card leaves the field.)●2 Counters: Target 1 card on the field; destroy that target.●3 Counters: Target 1 Plant-Type monster in your Graveyard; Special Summon that target.",R Rare,0.5,3,1,Continuous,1,NONE,0.0,0.0
36369,30220,The Zombie Vampire,"2+ Level 8 monstersIf you use a monster(s) with a Level that is owned by your opponent for the Xyz Summon of this card, treat it as Level 8. Neither player can target this card with effects of Special Summoned monsters, except those Special Summoned from the GY. You can detach 1 material from this card; each player sends the top 4 cards from their Deck to the GY, then if any monsters were sent to either GY by this effect, you can Special Summon 1 of those monsters to your field. You can only use this effect of The Zombie Vampire once per turn.",PSE Prismatic Secret Rare,0.91,1,2,[Zombie／Xyz／Effect],5,Rank 8,3000.0,2800.0
36370,30221,The Zombie Vampire,"2+ Level 8 monstersIf you use a monster(s) with a Level that is owned by your opponent for the Xyz Summon of this card, treat it as Level 8. Neither player can target this card with effects of Special Summoned monsters, except those Special Summoned from the GY. You can detach 1 material from this card; each player sends the top 4 cards from their Deck to the GY, then if any monsters were sent to either GY by this effect, you can Special Summon 1 of those monsters to your field. You can only use this effect of The Zombie Vampire once per turn.",SE Secret Rare,2.72,5,2,[Zombie／Xyz／Effect],5,Rank 8,3000.0,2800.0
36371,30222,Theban Nightmare,Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.,C Common,0.14,3,2,[Fiend／Effect],6,Level 4,1500.0,500.0
36372,30223,Theban Nightmare,Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.,C Common,0.08,3,2,[Fiend／Effect],6,Level 4,1500.0,500.0
36373,30224,Theban Nightmare,Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.,C Common,0.48,3,2,[Fiend／Effect],6,Level 4,1500.0,500.0
36374,30224,Theban Nightmare,Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.,ST Starfoil,0.0,4,2,[Fiend／Effect],6,Level 4,1500.0,500.0
36375,30225,Theban Nightmare,Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.,C Common,0.15,3,2,[Fiend／Effect],6,Level 4,1500.0,500.0
36376,30226,Theban Nightmare,Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.,R Rare,0.22,3,2,[Fiend／Effect],6,Level 4,1500.0,500.0
36377,30227,Theban Nightmare,Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.,R Rare,0.3,3,2,[Fiend／Effect],6,Level 4,1500.0,500.0
36378,30228,"Theia, the Primal Being","During the Main Phase (Quick Effect): You can Tribute monsters whose total Levels equal 11 or more; Special Summon this card from your hand, then if you control no other monsters, you can destroy 1 monster on the field with the highest ATK (your choice, if tied). You can only use this effect of Theia, the Primal Being once per turn. Neither player can Normal and/or Special Summon more than 4 times per turn while this card is face-up in the Monster Zone.",PSE Prismatic Secret Rare,1.52,1,2,[Rock／Effect],5,Level 11,3000.0,600.0
36379,30229,Theinen the Great Sphinx,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by paying 500 Life Points when both Andro Sphinx and Sphinx Teleia on your side of the field are destroyed at the same time; then you can Special Summon this monster from your hand or Deck. When this card is Special Summoned successfully, pay 500 Life Points to increase the ATK of this card by 3000 points until the end of the End Phase.",UR Ultra Rare,0.51,1,2,[Beast／Effect],6,Level 10,3500.0,3000.0
36380,30230,Thelematech Clatis,"2 Level 8 monstersIf this face-up card would be destroyed, you can detach 1 material from this card instead. Each time your opponent activates a card or effect, except Spell Cards and effects, place 1 Spell Counter on this card when that card/effect resolves (max. 9). You can remove 3 Spell Counters from this card; apply 1 of these effects. You can only use this effect of Thelematech Clatis once per turn.●Add 1 Spell or 1 Spellcaster Effect Monster from your Deck to your hand.●Special Summon 1 Spellcaster monster from your hand or Deck.",SR Super Rare,0.13,5,2,[Spellcaster／Xyz／Effect],5,Rank 8,3000.0,900.0
36381,30231,Theorealize,"Send 1 Medius the Pure from your Deck to the GY; look at the top card of your opponent's Deck, and place it on the top or bottom of the Deck. You can banish this card from your GY, then target 1 face-up monster you control and declare 1 Monster Type and 1 Attribute; that monster becomes that Type and Attribute, until the end of your opponent's turn. You can only use each effect of Theorealize once per turn.",C Common,0.04,1,1,NONE,1,NONE,0.0,0.0
36382,30232,There Can Be Only One,"Each player can only control 1 monster of each Type. If a player controls 2 or more monsters of the same Type, they must send some to the GY so they control no more than 1 monster of that Type.",R Rare,0.1,1,3,Continuous,1,NONE,0.0,0.0
36383,30233,There Can Be Only One,"Each player can only control 1 monster of each Type. If a player controls 2 or more monsters of the same Type, they must send some to the GY so they control no more than 1 monster of that Type.",R Rare,0.13,1,3,Continuous,1,NONE,0.0,0.0
36384,30233,There Can Be Only One,"Each player can only control 1 monster of each Type. If a player controls 2 or more monsters of the same Type, they must send some to the GY so they control no more than 1 monster of that Type.",CR COLLECTOR'S RARE,37.27,5,3,Continuous,1,NONE,0.0,0.0
36385,30234,There Can Be Only One,"Each player can only control 1 monster of each Type. If a player controls 2 or more monsters of the same Type, they must send some to the GY so they control no more than 1 monster of that Type.",C Common,0.09,1,3,Continuous,1,NONE,0.0,0.0
36386,30235,There Can Be Only One,"Each player can only control 1 monster of each Type. If a player controls 2 or more monsters of the same Type, they must send some to the GY so they control no more than 1 monster of that Type.",UR Ultra Rare,1.11,5,3,Continuous,1,NONE,0.0,0.0
36387,30236,There Can Be Only One,"Each player can only control 1 monster of each Type. If a player controls 2 or more monsters of the same Type, they must send some to the GY so they control no more than 1 monster of that Type.",SR Super Rare,0.33,5,3,Continuous,1,NONE,0.0,0.0
36388,30237,Therion Bull Ain,"You can only use each of the following effects of Therion Bull Ain once per turn.●You can target 1 Therion monster or 1 Warrior monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●You can target 1 Therion card you control and 1 card your opponent controls; destroy them.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion Bull Ain.",SR Super Rare,0.11,1,2,[Warrior／Effect],7,Level 7,2100.0,1600.0
36389,30238,Therion Bull Ain,"You can only use each of the following effects of Therion Bull Ain once per turn.●You can target 1 Therion monster or 1 Warrior monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●You can target 1 Therion card you control and 1 card your opponent controls; destroy them.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion Bull Ain.",UR Ultra Rare,0.13,1,2,[Warrior／Effect],7,Level 7,2100.0,1600.0
36390,30239,Therion Bull Ain,"You can only use each of the following effects of Therion Bull Ain once per turn.●You can target 1 Therion monster or 1 Warrior monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●You can target 1 Therion card you control and 1 card your opponent controls; destroy them.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion Bull Ain.",C Common,0.06,1,2,[Warrior／Effect],7,Level 7,2100.0,1600.0
36391,30240,Therion Duke Yul,"You can only use the 1st of the following effects of Therion Duke Yul once per turn.●You can target 1 Therion monster or 1 Psychic monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●While you control an Equip Card, Therion monsters you control cannot be destroyed by your opponent's card effects.A Therion monster equipped with this card gains 700 ATK, also it gains the 2nd effect listed above as if it were Therion Duke Yul.",SR Super Rare,0.07,5,2,[Psychic／Effect],6,Level 8,2100.0,2800.0
36392,30241,Therion Duke Yul,"You can only use the 1st of the following effects of Therion Duke Yul once per turn.●You can target 1 Therion monster or 1 Psychic monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●While you control an Equip Card, Therion monsters you control cannot be destroyed by your opponent's card effects.A Therion monster equipped with this card gains 700 ATK, also it gains the 2nd effect listed above as if it were Therion Duke Yul.",UR Ultra Rare,0.13,1,2,[Psychic／Effect],6,Level 8,2100.0,2800.0
36393,30242,Therion Duke Yul,"You can only use the 1st of the following effects of Therion Duke Yul once per turn.●You can target 1 Therion monster or 1 Psychic monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●While you control an Equip Card, Therion monsters you control cannot be destroyed by your opponent's card effects.A Therion monster equipped with this card gains 700 ATK, also it gains the 2nd effect listed above as if it were Therion Duke Yul.",C Common,0.05,1,2,[Psychic／Effect],6,Level 8,2100.0,2800.0
36394,30243,Therion Empress Alasia,"You can only use each of the following effects of Therion Empress Alasia once per turn.●You can target 1 Therion monster or 1 Reptile monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●You can discard 1 card, then target 1 Therion Monster Card in your Spell & Trap Zone; Special Summon it.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion Empress Alasia.",C Common,0.07,5,2,[Reptile／Effect],2,Level 8,2100.0,2500.0
36395,30244,Therion Empress Alasia,"You can only use each of the following effects of Therion Empress Alasia once per turn.●You can target 1 Therion monster or 1 Reptile monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●You can discard 1 card, then target 1 Therion Monster Card in your Spell & Trap Zone; Special Summon it.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion Empress Alasia.",SR Super Rare,0.12,3,2,[Reptile／Effect],2,Level 8,2100.0,2500.0
36396,30245,Therion King Regulus,"You can only use each of the following effects of Therion King Regulus once per turn.●You can target 1 Therion monster or 1 Machine monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●When your opponent activates a card or effect (Quick Effect): You can send 1 Therion Monster Card from your hand or face-up field to the GY; negate that effect.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion King Regulus.",PSE Prismatic Secret Rare,1.89,1,2,[Machine／Effect],2,Level 8,2800.0,1600.0
36397,30246,Therion King Regulus,"You can only use each of the following effects of Therion King Regulus once per turn.●You can target 1 Therion monster or 1 Machine monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●When your opponent activates a card or effect (Quick Effect): You can send 1 Therion Monster Card from your hand or face-up field to the GY; negate that effect.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion King Regulus.",SE Secret Rare,3.98,5,2,[Machine／Effect],2,Level 8,2800.0,1600.0
36398,30246,Therion King Regulus,"You can only use each of the following effects of Therion King Regulus once per turn.●You can target 1 Therion monster or 1 Machine monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●When your opponent activates a card or effect (Quick Effect): You can send 1 Therion Monster Card from your hand or face-up field to the GY; negate that effect.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion King Regulus.",STAR Starlight Rare,78.25,2,2,[Machine／Effect],2,Level 8,2800.0,1600.0
36399,30247,Therion Lily Borea,"You can only use each of the following effects of Therion Lily Borea once per turn.●You can target 1 Therion monster or 1 Plant monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●You can send 1 card from your hand or field to the GY; add 1 Therion Spell/Trap from your Deck to your hand.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion Lily Borea.",PSE Prismatic Secret Rare,0.19,1,2,[Plant／Effect],3,Level 8,2400.0,2500.0
36400,30248,Therion Lily Borea,"You can only use each of the following effects of Therion Lily Borea once per turn.●You can target 1 Therion monster or 1 Plant monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●You can send 1 card from your hand or field to the GY; add 1 Therion Spell/Trap from your Deck to your hand.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion Lily Borea.",SE Secret Rare,0.56,1,2,[Plant／Effect],3,Level 8,2400.0,2500.0
36401,30249,Therion Reaper Fum,"You can only use each of the following effects of Therion Reaper Fum once per turn.●You can target 1 Therion monster or 1 Aqua monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●During your opponent's turn (Quick Effect): You can target 1 Therion card in your Spell & Trap Zone and 1 card your opponent controls; return them to the hand.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion Reaper Fum.",UR Ultra Rare,0.1,1,2,[Aqua／Effect],4,Level 7,1400.0,2500.0
36402,30250,Therion Reaper Fum,"You can only use each of the following effects of Therion Reaper Fum once per turn.●You can target 1 Therion monster or 1 Aqua monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.●During your opponent's turn (Quick Effect): You can target 1 Therion card in your Spell & Trap Zone and 1 card your opponent controls; return them to the hand.A Therion monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were Therion Reaper Fum.",C Common,0.05,1,2,[Aqua／Effect],4,Level 7,1400.0,2500.0
36403,30251,Therion Charge,"Send 1 Therion card, except Therion Charge, or 1 Endless Engine Argyro System from your hand or your face-up Spell & Trap Zone to the GY; draw 2 cards. You can only activate 1 Therion Charge per turn.",UR Ultra Rare,0.09,5,1,NONE,1,NONE,0.0,0.0
36404,30252,Therion Charge,"Send 1 Therion card, except Therion Charge, or 1 Endless Engine Argyro System from your hand or your face-up Spell & Trap Zone to the GY; draw 2 cards. You can only activate 1 Therion Charge per turn.",SR Super Rare,0.07,5,1,NONE,1,NONE,0.0,0.0
36405,30253,Therion Cross,"When your opponent activates a monster effect, while you control a Therion monster: You can activate 1 of these effects;●Negate that effect.●Banish that monster.If you have Endless Engine Argyro System in your GY at activation, you can activate both effects (at resolution, negate, then banish). You can only activate 1 Therion Cross per turn.",C Common,0.04,5,3,NONE,1,NONE,0.0,0.0
36406,30254,Therion Cross,"When your opponent activates a monster effect, while you control a Therion monster: You can activate 1 of these effects;●Negate that effect.●Banish that monster.If you have Endless Engine Argyro System in your GY at activation, you can activate both effects (at resolution, negate, then banish). You can only activate 1 Therion Cross per turn.",SR Super Rare,0.1,1,3,NONE,1,NONE,0.0,0.0
36407,30255,Therion Discolosseum,"When this card is activated: You can add 1 Therion monster from your Deck to your hand. Once per turn, if your monster would be destroyed by battle, you can send 1 Therion card or 1 Endless Engine Argyro System from your Deck to the GY instead. Once per turn, when a monster is destroyed by battle and sent to the GY: You can target 1 Therion monster in your GY; add it to your hand. You can only activate 1 Therion Discolosseum per turn.",PSE Prismatic Secret Rare,0.19,1,1,Field,1,NONE,0.0,0.0
36408,30256,Therion Discolosseum,"When this card is activated: You can add 1 Therion monster from your Deck to your hand. Once per turn, if your monster would be destroyed by battle, you can send 1 Therion card or 1 Endless Engine Argyro System from your Deck to the GY instead. Once per turn, when a monster is destroyed by battle and sent to the GY: You can target 1 Therion monster in your GY; add it to your hand. You can only activate 1 Therion Discolosseum per turn.",UR Ultra Rare,0.3,1,1,Field,1,NONE,0.0,0.0
36409,30257,Therion Irregular,"You can target up to 3 Therion monsters in your GY; Special Summon this card from your hand, and if you do, equip them to this card. You can discard 1 Endless Engine Argyro System; destroy all cards your opponent controls. While this card is equipped to a monster: You can Special Summon this card, then equip the monster this card was equipped to, to this card. You can only use each effect of Therion Irregular once per turn.",C Common,0.03,5,2,[Machine／Effect],5,Level 10,1600.0,2800.0
36410,30258,Therion Irregular,"You can target up to 3 Therion monsters in your GY; Special Summon this card from your hand, and if you do, equip them to this card. You can discard 1 Endless Engine Argyro System; destroy all cards your opponent controls. While this card is equipped to a monster: You can Special Summon this card, then equip the monster this card was equipped to, to this card. You can only use each effect of Therion Irregular once per turn.",UR Ultra Rare,0.16,3,2,[Machine／Effect],5,Level 10,1600.0,2800.0
